objid,ra,dec,mag_u,mag_g,mag_r,mag_i,mag_z,z_spec
1237651800697208965,149.89761,-0.30507553,20.36588,18.29184,16.89978,16.40927,16.09082,0.2218805
1237651800697208960,149.89206,-0.2728172,20.45272,18.58072,17.5027,17.11841,16.79157,0.167195
1237648721217519847,149.83803,-0.099649921,20.87195,18.72536,17.55788,17.10862,16.75481,0.1680779
1237648721217519952,149.82325,-0.035959201,19.58578,17.88525,16.9447,16.45889,16.07582,0.1683408
1237651801234014496,149.81939,0.10104337,19.72783,18.40989,17.68294,17.24119,16.9857,0.1716147
1237648721217519819,149.80716,-0.12433007,20.17722,18.13481,16.8825,16.41237,16.02098,0.1670379
1237654670272430496,149.91735,0.0442241,18.76925,17.42206,17.11849,16.9432,16.87756,0.01708713
1237648721217519837,149.82437,-0.11259482,20.48196,18.78913,17.64593,17.21765,16.8649,0.1671671
1237648721217519805,149.80037,-0.070486132,20.27843,18.56399,17.48135,16.93768,16.50466,0.1661778
1237654669735493835,149.83076,-0.40297077,20.26043,18.43173,17.59411,17.20193,16.90044,0.07240825
1237648720680583296,149.61426,-0.42008804,17.97831,16.93309,16.46554,16.17959,15.92994,0.03307227
1237648721217519763,149.77073,-0.20330525,20.44447,18.23867,17.03601,16.57237,16.17577,0.1656173
1237648721217519783,149.77498,-0.14658235,20.3636,18.51417,17.37821,16.92897,16.53898,0.163661
1237648721217519796,149.79412,-0.19998302,20.25912,18.52033,17.3946,16.90718,16.51171,0.1673396
1237648720680648828,149.77414,-0.43855325,20.59672,18.54315,17.33381,16.84653,16.4738,0.1705464
1237654669735428279,149.58366,-0.36761824,22.5082,20.18115,18.52616,17.85985,17.52508,0.4124715
1237651800697077972,149.66742,-0.2583641,20.29597,18.37551,17.43799,16.96171,16.51536,0.07045922
1237648721217519748,149.74568,-0.20608404,19.28437,17.44629,16.24787,15.77986,15.38284,0.1697427
1237654670272299194,149.64389,0.068902424,17.95409,16.65441,16.14675,15.83468,15.64223,0.07342248
1237654670272364735,149.76349,0.037069675,18.71021,17.45826,16.92185,16.5649,16.31079,0.07287358
1237654669735428326,149.61975,-0.3439997,20.63658,18.57803,17.46878,17.0006,16.62515,0.13804
1237654670272364745,149.77966,0.010684931,17.75535,15.96877,15.10818,14.65132,14.30565,0.04624894
1237654669735428285,149.5885,-0.33563728,20.21218,18.01723,16.95043,16.50624,16.16824,0.1376319
1237648721217454285,149.65371,-0.028565592,20.39582,18.33833,17.14813,16.66299,16.34064,0.1705594
1237654669735428300,149.60534,-0.3370553,19.24112,17.7496,17.18446,16.91698,16.69324,0.03283368
1237648720143450253,149.10447,-0.90769115,19.60239,17.41693,16.4812,16.08806,15.7642,0.08473924
1237654668661489808,149.19062,-1.2468555,18.34645,17.40351,17.08912,16.87497,16.79295,0.1262092
1237648720143515857,149.18779,-0.98802107,19.80283,18.40676,17.73799,17.34004,17.0895,0.1060983
1237651800159944980,149.11501,-0.64256559,19.40141,17.60719,16.63017,16.18858,15.89326,0.1659723
1237648720143515764,149.18706,-0.95680743,20.02885,18.03048,17.06725,16.65111,16.29438,0.1075663
1237648720143450249,149.10248,-0.9370189,19.3327,17.59565,16.6821,16.23949,15.89678,0.09104228
1237651800160010447,149.19451,-0.73797326,19.43699,17.74739,16.85381,16.46936,16.15051,0.09330761
1237651799623139418,149.19869,-1.0564373,19.83504,18.03371,17.11757,16.72057,16.44236,0.09300902
1237648720680386862,149.22271,-0.55893821,19.91544,18.01929,17.11962,16.74325,16.43894,0.08505789
1237651800160010428,149.16405,-0.70118018,20.74334,18.8802,17.68006,17.2199,16.90727,0.1678794
1237651800159944986,149.13562,-0.69462307,20.10359,18.36323,17.34666,16.80197,16.42761,0.1681964
1237651801234997435,152.08673,0.16140877,18.97404,16.91006,15.95548,15.4924,15.16949,0.09333034
1237648721755308190,151.98505,0.2721735,16.83619,15.0836,14.30286,13.95027,13.66177,0.03342812
1237651801234997481,152.10502,0.17591857,18.19956,16.29175,15.36336,14.92887,14.60751,0.09552933
1237651801771802907,151.95397,0.57432053,19.40507,17.40539,16.42644,16.00307,15.68706,0.09850309
1237654670810219137,151.98412,0.43482349,22.88927,20.42143,18.63543,17.91395,17.4819,0.4178279
1237648721755373808,152.00348,0.35649896,17.92038,17.13899,16.96856,16.8472,16.72459,0.0315523
1237648722292179184,151.96424,0.63915295,20.5396,18.66099,17.72827,17.28849,16.95913,0.09494215
1237654670810218795,152.02305,0.48838618,19.86353,18.43238,17.72106,17.30893,17.02872,0.09717859
1237648721755373628,152.05541,0.38315041,17.63046,15.75377,14.94084,14.58989,14.29529,0.06238078
1237651801771868396,151.98136,0.59135638,19.40397,17.74694,16.80765,16.40085,16.09921,0.09829134
1237648721755373902,152.08326,0.21237952,19.52968,17.47819,16.50115,16.07157,15.67803,0.09359865
1237654670810218743,151.96976,0.5049178,19.17239,17.63478,16.83885,16.45491,16.17235,0.09825334
1237654670810218804,152.0316,0.44514119,20.47836,18.33377,17.39,16.98698,16.68654,0.09687442
1237648721755373802,152.00034,0.26470425,19.37786,18.27274,17.68201,17.31334,17.11537,0.1222356
1237648721755373846,152.04728,0.33727717,19.21602,17.35288,16.41094,16.0057,15.67279,0.09567286
1237648721755373839,152.03854,0.38824012,18.37023,16.41578,15.5145,15.11608,14.7772,0.06248555
1237651801234997407,152.06119,0.11664358,20.19227,18.51175,17.61841,17.18712,16.89927,0.09377767
1237648721755373912,152.08589,0.25061994,17.24335,16.1634,15.77716,15.56443,15.38889,0.0314129
1237654669200326842,153.64453,-0.83055661,18.7721,16.96922,16.15274,15.76681,15.46901,0.0465611
1237648720145416308,153.53958,-0.89842379,18.68004,16.78046,15.9171,15.52365,15.18272,0.04715846
1237648720145481899,153.65087,-0.88760904,18.38151,16.58046,15.82807,15.48053,15.18684,0.04388978
1237648720145416348,153.60708,-0.87185851,16.98435,14.97131,14.09507,13.69002,13.38558,0.04812082
1237654669200326684,153.66952,-0.83352245,18.43708,16.58197,15.80173,15.43938,15.17677,0.04828431
1237648720145481901,153.65334,-0.85192718,19.16751,17.63671,16.97334,16.65234,16.39307,0.04161749
1237648720145416468,153.53168,-0.87430966,18.87058,17.10473,16.33804,15.99802,15.70832,0.0471465
1237654669200326896,153.68962,-0.79365897,20.62642,18.62559,17.33874,16.86973,16.55164,0.2036356
1237654669200326820,153.62342,-0.80719297,18.9604,17.09197,16.33914,15.99272,15.73839,0.04153075
1237648720145416454,153.49957,-0.92524778,18.81844,17.03078,16.2112,15.8373,15.53672,0.04140621
1237654669200261277,153.52527,-0.83249949,19.31215,17.58081,16.80741,16.44956,16.181,0.04043934
1237648720145350975,153.4762,-0.91653264,19.9035,18.2143,17.45306,17.08991,16.81689,0.04335027
1237648720145416600,153.55067,-0.8636618,21.74253,20.17484,18.38795,17.80826,17.39712,0.3566161
1237648720145416419,153.62172,-0.90539413,19.60951,17.72982,16.75026,16.33767,15.98862,0.09808032
1237648720145416289,153.51321,-0.89290266,19.70004,18.00643,17.31624,17.01776,16.77221,0.04087288
1237648720145416503,153.58124,-0.89079543,19.64007,17.85023,17.05496,16.68788,16.37008,0.04232889
1237648720145350835,153.48195,-0.88619261,17.83236,16.04157,15.22227,14.82521,14.51049,0.04111088
1237648720145416550,153.62656,-0.87516402,19.76721,18.1159,17.36569,17.01181,16.73865,0.04471629
1237648720682352873,153.74028,-0.51982748,18.68949,17.71815,17.24379,16.93536,16.80651,0.1022109
1237654669737197749,153.64366,-0.36011408,19.539,17.49519,16.51799,16.08998,15.71317,0.09506141
1237651800161976501,153.7149,-0.67506559,20.96649,18.64529,17.61385,17.16314,16.77697,0.1231451
1237654669737197771,153.65466,-0.38769457,19.35706,17.48591,16.51037,16.07124,15.69189,0.09532314
1237654669737197620,153.69121,-0.33934021,16.94959,15.09871,14.28343,13.90966,13.59432,0.03341235
1237651800161976458,153.66558,-0.72486094,19.21884,17.43981,16.64527,16.27055,15.97101,0.04497541
1237651800698847414,153.63083,-0.25946474,18.84074,17.33448,16.62259,16.28681,16.0031,0.03351018
1237651800698847452,153.66987,-0.25515068,20.53026,18.56678,17.69916,17.3244,17.00159,0.09549382
1237648721219289213,153.83067,-0.084398232,20.02504,18.32607,17.35321,16.91128,16.56001,0.1440468
1237651800698913060,153.89294,-0.29732275,18.62858,17.38673,16.4833,16.07335,15.81581,0.2040654
1237648720682418324,153.81368,-0.60264888,19.569,17.80211,17.03139,16.65325,16.34087,0.04498773
1237651800698912954,153.78413,-0.2442526,19.03716,18.01676,17.40541,17.05315,16.86941,0.1435468
1237648721219223929,153.77949,-0.15593507,23.61254,20.81506,19.80139,19.37766,19.13063,0.188069
1237648721219223677,153.64939,-0.15526529,19.14139,17.32833,16.46122,16.06731,15.74245,0.09554408
1237648721219289263,153.87748,-0.13314033,21.1226,18.97687,17.62998,17.10013,16.73471,0.2050562
1237648720145350899,153.40198,-0.98039827,19.42863,17.50253,16.68214,16.29753,16.04838,0.04785177
1237648720145350668,153.37928,-0.94689588,19.31417,17.2782,16.43727,16.0272,15.71084,0.04499136
1237648720145350680,153.42835,-0.93692539,18.99592,17.11772,16.3611,16.01131,15.8394,0.04628501
1237648720145350675,153.42294,-0.92227303,19.22898,17.41684,16.58974,16.20799,15.93121,0.04862739
1237648720145350917,153.41709,-0.86367726,18.59074,16.88651,16.11639,15.7685,15.50101,0.04144965
1237648720145350780,153.38243,-0.99874605,18.251,16.3238,15.48273,15.05208,14.70303,0.04055981
1237648720145350674,153.42607,-0.90717694,18.96942,17.10687,16.32869,15.95387,15.692,0.04507175
1237648720145350953,153.44865,-0.97355542,19.76082,18.03974,17.26673,16.89738,16.62465,0.0443475
1237648720145350907,153.41004,-0.88197917,19.09506,17.25523,16.44076,16.06884,15.77629,0.0458436
1237648720145350673,153.44509,-0.91421698,20.41029,18.13782,17.32937,16.80588,16.5076,0.04243781
1237654669200261238,153.45691,-0.82084752,20.37483,18.55591,17.27997,16.81251,16.48491,0.1927717
1237651800161911036,153.55852,-0.71444334,20.01459,18.44482,17.40624,16.9336,16.6142,0.2034688
1237648720145350950,153.4443,-0.93794795,19.33647,17.82563,17.11385,16.79242,16.58012,0.04614336
1237648720145350959,153.46116,-0.85549996,19.77087,17.85545,17.02867,16.63057,16.3463,0.04384797
1237648720145350937,153.43818,-0.87719747,18.73884,16.93016,16.12349,15.75655,15.47179,0.04176417
1237648720145416447,153.4954,-0.95158972,19.16498,17.3938,16.55808,16.19715,15.89177,0.0426452
1237651800161910925,153.50263,-0.70807445,18.94068,17.77912,17.35603,17.09401,16.94163,0.05798604
1237651800161910913,153.49146,-0.72255325,18.74133,17.35986,16.73656,16.38311,16.10993,0.06946362
1237648720682287313,153.59565,-0.6253347,17.40412,16.00514,15.3027,14.93329,14.63745,0.08592703
1237651800698781974,153.51136,-0.29719755,19.74246,18.30251,17.65223,17.26934,17.03447,0.09713008
1237651800161911042,153.57182,-0.67174924,20.67698,18.89917,17.66204,17.12698,16.75572,0.1977266
1237651800698781965,153.50848,-0.2479792,19.18409,17.96638,17.44785,17.12527,16.95338,0.09770044
1237648721219158110,153.49923,-0.090525916,18.99397,17.42439,16.62997,16.25295,15.96871,0.09169753
1237654669200326908,153.70053,-0.76444714,18.15035,16.21565,15.31145,14.86627,14.51204,0.048347
1237648720682287389,153.54182,-0.44299021,22.55834,20.36298,18.65214,17.98195,17.5709,0.3699467
1237648720682287746,153.57425,-0.51758521,22.53566,20.94866,19.01023,18.08974,17.68613,0.4662475
1237648720682287794,153.58318,-0.57832812,23.16695,20.58724,18.72963,18.11029,17.6616,0.3554933
1237651800698782022,153.60098,-0.29062279,20.35216,18.40887,17.50423,17.15903,16.82087,0.09557392
1237648720682287308,153.58794,-0.50768789,19.84977,17.96165,17.01356,16.59987,16.23805,0.09566937
1237648721219158172,153.52434,-0.12714567,18.55272,17.49778,17.25081,17.06746,16.96356,0.0463312
1237648721219092609,153.46334,-0.18847764,21.5213,18.92571,17.39326,16.85986,16.47006,0.2711993
1237648721219158147,153.50277,-0.15236197,19.77613,17.77687,16.82446,16.40692,16.03851,0.09868158
1237648721219092632,153.47426,-0.15483291,18.59651,16.49051,15.48589,15.07107,14.73334,0.098474
1237648720145285165,153.29021,-0.96854546,19.2985,17.29173,16.5193,16.10971,15.82021,0.04518585
1237648720145350851,153.34833,-0.89277032,18.73494,16.87437,16.06643,15.67564,15.38748,0.04541563
1237654669200195615,153.33803,-0.8219594,22.459,24.99,17.3035,17.01251,16.80065,0.03336682
1237648720145350669,153.37033,-0.92307669,18.68829,16.68629,15.87292,15.48101,15.16658,0.04247649
1237648720145350848,153.34608,-1.0262776,18.90112,17.06414,16.26501,15.89843,15.62539,0.04341232
1237648720145350846,153.34334,-0.87179442,18.78073,17.62129,17.1322,16.83708,16.62578,0.04748411
1237648720145285449,153.30632,-0.89682588,18.78856,18.00251,17.81316,17.54525,17.47193,0.06230282
1237654669200195695,153.31006,-0.77817069,18.06997,16.31869,15.53197,15.16121,14.88459,0.03322666
1237654669200195727,153.34029,-0.78142128,18.48509,17.54927,17.28327,17.09321,17.00268,0.04874733
1237651800161779950,153.31386,-0.6883863,19.93768,17.96557,17.05949,16.65301,16.32735,0.08639676
1237648720145350856,153.35198,-0.84270209,18.0838,16.13344,15.27073,14.86434,14.53878,0.04228496
1237654669200195820,153.32641,-0.83274892,17.97792,16.65613,16.14011,15.8704,15.70011,0.04896778
1237648720145350867,153.37081,-0.89238417,19.01737,17.10597,16.28778,15.90082,15.58549,0.04117141
1237654668663259252,153.16942,-1.2084153,19.20099,17.5387,16.77334,16.39561,16.11216,0.04373433
1237654669200195625,153.37398,-0.81542028,19.68493,18.028,17.25163,16.90066,16.67208,0.04314791
1237648720145350759,153.357,-0.90982736,18.41794,16.45553,15.59638,15.19531,14.87387,0.04168135
1237654669737066705,153.37757,-0.4186473,20.61179,18.47147,17.22878,16.77186,16.42776,0.1871355
1237651800698716335,153.35738,-0.23043984,19.67796,18.31151,17.64159,17.33118,17.05498,0.09277904
1237654669200195742,153.35722,-0.78170171,19.10816,17.30725,16.45534,16.03462,15.68903,0.04228243
1237651800161845469,153.45428,-0.65927731,20.33767,18.46966,17.68914,17.35604,17.20305,0.04647452
1237651800698716421,153.41945,-0.26714761,19.80499,17.97113,17.11954,16.74568,16.46628,0.07066093
1237651800698716245,153.45716,-0.26175997,22.68532,25.00365,18.96718,18.38637,18.00509,0.276361
1237648720682221743,153.4002,-0.62366728,19.027,17.17208,16.33902,15.95722,15.63867,0.04664776
1237648721219092848,153.43709,-0.19467582,19.64094,17.62861,16.71742,16.32683,16.01208,0.09261788
1237648721219092855,153.44213,-0.13358306,19.83502,18.05291,17.09243,16.65409,16.31063,0.09616243
1237648721219092882,153.45199,-0.10519759,20.33783,18.32605,17.38711,16.98834,16.62673,0.0915454
1237651800161779954,153.32424,-0.73553789,19.69982,18.31032,17.4425,17.01175,16.67475,0.1969688
1237648721220272356,156.07479,-0.16460835,21.88748,19.80289,18.20966,17.64762,17.26183,0.2773339
1237651800699830431,155.91688,-0.22494771,19.53635,17.62934,16.67685,16.2901,15.93851,0.09374954
1237648721220206611,155.91802,-0.061487004,19.32277,17.4009,16.46748,16.04249,15.71499,0.094426
1237648721220206768,155.95351,-0.17093165,19.69601,17.78718,16.83391,16.41376,16.11814,0.09468497
1237648720683335776,155.90576,-0.45641044,19.14871,17.69533,16.91014,16.49255,16.25613,0.1602293
1237648721220206785,155.971,-0.10296677,20.52516,18.66908,17.6329,17.21928,16.84718,0.1506625
1237651799625957575,155.57702,-1.0694029,18.69835,17.34888,16.50891,16.10692,15.86852,0.1361341
1237654668664373290,155.7522,-1.1827819,19.54981,17.75584,16.95097,16.58479,16.26861,0.06165741
1237648720146399418,155.7619,-0.98487275,19.87306,17.92803,17.03555,16.62686,16.30203,0.08627163
1237651799625957508,155.65355,-1.1389341,19.97338,17.56769,16.37263,15.91626,15.58939,0.1678195
1237654668664373390,155.73729,-1.1776902,18.57407,16.63108,15.77223,15.35544,15.06162,0.06206495
1237651799625957602,155.66737,-1.0635387,19.69339,17.96879,17.00148,16.57209,16.31796,0.1671837
1237648720146333923,155.61531,-0.92616,18.79186,17.6975,17.41558,17.24079,17.08664,0.04852981
1237654668664307868,155.61483,-1.1943602,19.65952,18.77419,18.33038,17.96065,17.83623,0.1568682
1237648720146333848,155.64621,-1.0436789,19.22612,17.869,17.29835,16.9167,16.69749,0.06336549
1237648720146333822,155.59998,-1.0243168,19.10209,17.87144,17.44582,17.14554,16.93046,0.06364322
1237651799626023096,155.72274,-1.0654862,20.88921,18.77622,17.62162,17.15023,16.80449,0.1600757
1237648720146399393,155.7333,-0.95691258,17.96809,16.69108,16.13634,15.80356,15.57883,0.06133536
1237648720146268391,155.57357,-0.84797833,17.67328,16.48623,15.96718,15.66451,15.40525,0.04260117
1237651800162828768,155.63968,-0.73693507,23.55406,21.20101,19.39895,18.75142,18.21166,0.3930391
1237651800699765395,155.80925,-0.31461073,25.09708,20.01338,18.28888,17.66138,17.23095,0.392379
1237651800699764877,155.78837,-0.28945201,18.92365,17.53023,16.84551,16.46638,16.25189,0.09590062
1237651800699764887,155.80096,-0.21394557,19.43532,17.64597,16.71056,16.27747,15.9531,0.09814361
1237654670274986066,155.76431,0.0069970185,19.76086,18.71002,18.35545,18.07251,17.97216,0.1108841
1237648721220075762,155.70727,-0.053821332,23.53092,20.24065,18.69029,18.11883,17.76614,0.3111938
1237648721220075713,155.68866,-0.0030818154,17.87789,16.79355,16.17015,15.79873,15.53902,0.06255899
1237648721220141175,155.77535,-0.20086959,19.19332,17.17798,16.20355,15.78326,15.40632,0.09257647
1237654669738115263,155.73604,-0.38422208,19.68577,18.93011,18.74329,18.42756,18.49752,0.06364985
1237648720683204788,155.72012,-0.52904148,19.36565,18.23427,17.66215,17.31729,17.08505,0.161484
1237648720683204776,155.70273,-0.53541947,20.20587,18.56359,17.5416,17.06096,16.68995,0.1610627
1237648720683270154,155.73453,-0.52049304,20.23066,18.35308,17.47392,17.02268,16.74206,0.1530938
1237654669738115225,155.69909,-0.40821798,19.26505,19.12043,18.78779,18.79476,18.37913,0.3075108
1237648720683204778,155.70486,-0.62060383,19.46443,17.6979,16.84476,16.46693,16.12623,0.07845668
1237648720683270307,155.82748,-0.42931454,19.29144,17.40393,16.48649,16.09008,15.75659,0.09488674
1237648720683270271,155.79575,-0.46967696,19.32543,18.05557,17.41366,16.99293,16.9232,0.1127377
1237648720683270311,155.83087,-0.48205394,20.478,18.60356,17.63407,17.23847,16.89853,0.1129227
1237648720683270246,155.73974,-0.44013885,18.51148,16.65714,15.77605,15.37361,15.02926,0.09346136
1237648720146202849,155.30101,-1.0243777,20.43322,18.69037,17.74523,17.27532,16.89935,0.09389182
1237651799625826418,155.34625,-1.081244,19.86996,18.1798,17.58854,17.05929,16.90943,0.08411455
1237651799625760991,155.26885,-1.0884599,19.56186,18.21729,17.5813,17.2505,17.05091,0.0960595
1237651799625892039,155.51461,-1.089007,19.07013,17.88429,17.3018,16.94734,16.76901,0.08762491
1237654668664176816,155.34911,-1.1984622,18.61684,17.18956,16.46663,16.08638,15.76501,0.09456822
1237654668664176770,155.38512,-1.1699768,19.65874,17.60942,16.58821,16.1604,15.81367,0.1260708
1237651799625891981,155.50104,-1.1334046,18.85684,17.8712,17.46451,17.15768,17.08374,0.1025427
1237651799625826390,155.27799,-1.1477692,19.37883,18.3294,17.68045,17.23114,17.05034,0.144756
1237654668664242382,155.50957,-1.2481126,19.50003,18.16923,17.60548,17.19084,16.96342,0.09348612
1237648720146268354,155.49275,-0.95430008,17.80464,16.67552,16.36181,16.13664,16.02057,0.05422141
1237651800162697402,155.3348,-0.70172025,18.13051,16.64005,15.91664,15.5178,15.22912,0.07159074
1237648720146202962,155.34771,-0.98802888,19.31108,18.01999,17.63771,17.39187,17.24471,0.08010548
1237648720146268379,155.53834,-0.99364116,20.15029,18.1322,17.10587,16.54456,16.17002,0.1693897
1237651799625892038,155.46049,-1.1532817,19.42733,18.0101,17.25028,16.79611,16.59539,0.1564333
1237648720146202886,155.35846,-1.0116024,20.2709,18.37424,17.52332,17.14436,16.84376,0.07146545
1237648720146202896,155.37373,-1.0421653,18.24976,16.79831,15.99851,15.5974,15.26594,0.1016267
1237648721220010190,155.56111,-0.027233454,18.82107,17.62331,17.10982,16.77024,16.57003,0.1125911
1237648721220010230,155.53235,-0.01561387,22.67373,19.78367,18.20193,17.61043,17.25765,0.3072417
1237654670274855132,155.51972,0.06936538,19.93644,18.00195,17.01052,16.55437,16.1958,0.1121894
1237654669737853104,155.23593,-0.37444635,18.81668,17.62915,17.07396,16.76408,16.52518,0.05350371
1237648721220010094,155.45781,-0.16925329,20.36717,18.3351,17.41788,16.94306,16.60321,0.09249837
1237654669737853132,155.10661,-0.40749868,22.97639,20.28719,18.54232,17.89553,17.56969,0.3684614
1237654669737984262,155.53228,-0.407678,19.43223,18.24179,17.4007,16.98199,16.72249,0.1844777
1237651800699633832,155.53399,-0.30392525,19.75023,17.90468,17.03719,16.65137,16.37079,0.07856335
1237651800699503011,155.19484,-0.26478876,23.41713,21.18395,19.30176,18.57557,18.23221,0.3974457
1237654670274920558,155.57384,0.010334531,18.29774,17.29915,16.90448,16.687,16.47067,0.02122095
1237648721220010035,155.53228,-0.063680104,19.95272,18.46579,17.71508,17.29288,17.02431,0.07077743
1237651800699437200,155.09208,-0.2122089,18.96342,17.48403,16.63327,16.22762,15.89111,0.1257154
1237648721219813525,155.04741,-0.04593348,20.69395,18.86609,17.57594,17.10193,16.74391,0.1901886
1237654668664176702,155.24973,-1.1940975,18.29197,17.01032,16.40544,15.97267,15.74224,0.08965574
1237648720146006094,154.95569,-1.0226538,17.07769,15.95559,15.45212,15.12177,14.88654,0.04346457
1237648720146006287,154.91938,-0.87150722,18.844,17.58877,16.89582,16.52714,16.26733,0.1380385
1237654669200851059,154.83497,-0.78638554,18.30564,16.64055,15.83615,15.39672,15.05145,0.06286128
1237648720146006555,154.89712,-0.94491225,23.13565,20.71859,18.99305,18.27816,17.84824,0.3668049
1237648720146137244,155.19844,-0.96180146,19.6314,18.22331,17.79052,17.32574,17.08471,0.07665972
1237648720146071874,155.05093,-1.0137768,23.5554,20.30806,18.57923,17.97058,17.57022,0.3943022
1237648720146071815,155.09836,-0.8618475,18.97646,16.91319,15.98083,15.5385,15.1881,0.08444914
1237648720146006288,154.92773,-0.84609175,21.71909,19.82946,18.06478,17.41802,17.00921,0.366891
1237651800162566286,154.9827,-0.68544987,20.25393,18.36,17.43642,17.04059,16.72095,0.09331524
1237651800162631862,155.19587,-0.67800843,19.16982,17.98258,17.47328,17.12792,16.98444,0.07892451
1237654669200982136,155.09948,-0.83289653,20.30037,18.25133,17.31793,16.92033,16.60098,0.08517877
1237654669200982352,155.22322,-0.81758195,19.08912,18.01206,17.59179,17.47468,17.47012,0.03437237
1237651800162566313,155.03366,-0.68516536,19.48022,17.57885,16.6196,16.22184,15.92048,0.09463602
1237648720145940778,154.82543,-0.86569231,19.65755,17.73963,16.81717,16.40567,16.05552,0.09331674
1237648720146137296,155.24412,-0.89945721,20.44409,18.5097,17.61015,17.19814,16.84347,0.1011569
1237648720146137238,155.18538,-0.97983105,18.61447,17.54533,17.14513,16.84272,16.69856,0.08411594
1237651800699371802,154.95499,-0.31510891,18.96277,17.79541,17.25577,17.0095,16.93039,0.03344677
1237648721219616998,154.6518,-0.1780543,18.54466,16.748,15.84784,15.40291,15.0216,0.06359103
1237648721219616883,154.53555,-0.084197559,19.02673,17.30873,16.43943,15.94453,15.55786,0.0610805
1237648721219617390,154.61026,-0.0081720008,22.69489,21.29669,20.33527,19.77738,19.36039,0.4947092
1237654669737656686,154.65051,-0.39000885,23.97406,21.03441,19.18305,18.42234,18.00364,0.4645317
1237648720682811556,154.71769,-0.61894333,19.68666,17.77162,16.85618,16.43258,16.11828,0.0944965
1237648721219616970,154.61836,-0.07062254,19.14333,17.45457,16.61268,16.13188,15.75954,0.06570753
1237648720682877039,154.89393,-0.6026769,18.43921,16.77772,15.94351,15.51525,15.20515,0.1247399
1237648720682811533,154.69306,-0.45788716,17.50193,16.30981,15.81923,15.52018,15.29332,0.03456711
1237648720682942598,155.03337,-0.59115892,18.86301,17.6043,17.0205,16.64745,16.44217,0.0952741
1237651800699437482,155.02535,-0.21856067,22.11186,20.327,18.52337,17.87355,17.48221,0.3997228
1237651800162500898,154.96902,-0.63545295,19.36521,17.32317,16.39982,16.01008,15.66314,0.09373749
1237651800162500808,154.93961,-0.643384,21.0823,18.99689,18.01486,17.57651,17.20819,0.08988064
1237651752388788315,155.0383,1.0470921,18.78562,17.63766,17.14945,16.86435,16.6935,0.05422853
1237648722830491790,155.23896,1.2375595,20.40656,18.22294,17.3671,16.97942,16.7146,0.07138675
1237648722830557369,155.38022,1.0639674,19.91468,17.95353,17.02168,16.61673,16.31818,0.1111901
1237648722293489851,154.8447,0.75779021,21.18655,20.01198,18.27838,17.6504,17.25614,0.3737773
1237651752388722926,154.94174,1.0028009,20.77356,18.81542,17.60379,17.14475,16.83723,0.2072474
1237648722830557438,155.32954,1.146488,19.37386,18.01712,17.3315,16.94084,16.69358,0.1124182
1237651752388788369,154.97947,1.0268125,19.95021,18.20056,17.49929,17.09255,16.80385,0.09435146
1237654671348596912,155.42133,0.86597588,21.52378,19.52327,17.92747,17.33851,16.93521,0.3043048
1237654671348531289,155.345,0.84156066,19.6755,18.22173,17.53856,17.17257,16.92119,0.07843224
1237651752388985132,155.52822,0.92651823,18.69865,17.67785,17.40516,17.2418,17.20014,0.04389313
1237651752388788346,155.11737,1.0318047,20.36289,18.3573,17.31802,16.89323,16.58683,0.1492571
1237674650457866486,162.46552,0.16418646,17.85753,16.0696,15.29095,14.90996,14.62239,0.03951909
1237674649921061000,162.50156,-0.34001129,18.11923,16.79188,16.11336,15.72958,15.48037,0.09561962
1237648721223025247,162.36025,-0.063213106,22.96879,20.29039,18.53476,17.8025,17.28183,0.4503967
1237648720149086374,161.88434,-0.94449075,18.80578,17.85536,17.57656,17.36821,17.27399,0.05151358
1237654668667060578,161.86454,-1.0892815,21.84718,20.29123,18.57611,17.73667,17.33644,0.4767022
1237654668667060336,161.90253,-1.2074091,20.17348,18.49543,17.66621,17.23562,16.93058,0.08650282
1237654668667060338,161.90283,-1.1850809,18.97593,17.50997,16.74385,16.32723,16.05656,0.08623032
1237648720149021028,161.78276,-1.0412459,19.56659,18.18478,17.39498,16.97171,16.63359,0.1261913
1237654668666995183,161.81973,-1.1743577,24.54509,21.01576,19.24622,18.55459,18.11688,0.4295472
1237654669203865759,161.81969,-0.79384548,19.39953,17.5243,16.64171,16.24017,15.92072,0.09473909
1237654668667060437,161.84687,-1.0752751,25.64865,21.76641,19.08963,18.14066,18.00806,0.4829622
1237654669203931726,161.97451,-0.76902366,19.70213,18.13818,17.57363,17.29258,17.14474,0.03862318
1237654669203931373,161.97501,-0.7076026,20.27495,18.5993,17.74583,17.26193,16.99592,0.1520065
1237654669203931328,161.96128,-0.790182,18.50404,17.32908,16.94909,16.66229,16.52244,0.05221032
1237654668667125962,162.01761,-1.0843765,18.73458,17.44474,16.99052,16.68748,16.54816,0.09413149
1237654669203931332,161.96359,-0.63162305,18.94304,17.41079,17.16052,16.98203,16.88034,0.03781608
1237654668666994853,161.77551,-1.1126137,20.98331,18.67336,17.55383,17.07255,16.72479,0.1585827
1237654669203931241,161.84474,-0.68399803,19.59561,17.99849,17.18085,16.78738,16.48426,0.08110499
1237648720685957322,162.01768,-0.57642618,18.60342,17.39845,16.88567,16.55761,16.35971,0.07662232
1237648720686088270,162.26303,-0.50414319,20.10128,18.31179,17.65569,17.21323,17.06321,0.08143172
1237674649920929922,162.31317,-0.41269006,18.26018,16.94675,16.33782,16.01109,15.76882,0.06307849
