objid,ra,dec,mag_u,mag_g,mag_r,mag_i,mag_z,z_spec
1237648720681238732,151.19614,-0.62856884,19.33784,17.92842,17.20645,16.84065,16.56835,0.09412583
1237648720681304314,151.24984,-0.55225132,22.35323,19.83565,18.27616,17.72556,17.38674,0.3020089
1237651800160927904,151.26162,-0.70899727,20.57628,18.21099,16.94619,16.4644,16.09838,0.1961206
1237648720681304271,151.32607,-0.44812039,20.84323,18.88908,17.63385,17.20695,16.86105,0.2011759
1237651800160862532,151.21502,-0.6624469,21.21495,18.84443,17.53656,17.04651,16.72157,0.1953063
1237651752387870903,152.98948,0.97782974,17.84403,16.91271,16.40619,16.05777,15.88628,0.1221842
1237651752387870874,152.95105,0.98804157,19.59182,18.34967,17.51761,17.08226,16.79105,0.177092
1237648722292572395,152.88434,0.65674882,22.04251,20.39127,18.40055,17.70296,17.34621,0.4287763
1237648722829508732,153.01234,1.244284,19.39965,17.44962,16.47768,16.04955,15.70434,0.1041183
1237651752387870976,152.89348,0.91941654,20.55646,18.67936,17.73896,17.31726,17.01916,0.1222134
1237651752387870883,152.97275,0.92034598,19.85151,17.96206,17.03041,16.58998,16.26552,0.101505
1237651752387870988,152.92491,1.0235149,22.13739,20.23688,18.53639,17.93463,17.59227,0.3332956
1237651752387870935,153.0087,0.88113168,19.85141,18.14437,17.32502,16.84182,16.5696,0.123185
1237648721756094632,153.71107,0.28615496,22.09331,19.06093,17.61777,17.06842,16.72592,0.2704832
1237654670811005382,153.77362,0.43945209,25.72379,21.97999,20.20103,19.60057,19.13371,0.3498654
1237651801235783746,153.78232,0.20041968,18.46059,17.00276,16.26485,15.83382,15.58402,0.0695454
1237651801772654843,153.79555,0.62719854,20.802,18.56548,17.50415,17.08237,16.74408,0.1456858
1237651801772589113,153.72972,0.5604078,20.59888,18.23932,17.18664,16.80135,16.45948,0.186942
1237648721756094689,153.76636,0.35221116,18.9458,17.25451,16.40094,15.91818,15.52875,0.06261506
1237654670274068650,153.7268,0.019464193,19.05869,17.90388,17.33615,17.01263,16.86807,0.1435138
1237648722292965776,153.76965,0.63775056,22.88827,20.9516,19.02752,18.20836,17.87718,0.4450356
1237651801772589394,153.66744,0.55981562,19.35313,18.3011,17.63963,17.32661,17.12803,0.1389841
1237654670274068675,153.7477,0.084820416,19.07432,18.11858,17.77566,17.5252,17.38614,0.08168874
1237651801235718260,153.71478,0.14644812,19.12633,17.58354,16.73289,16.30072,15.97666,0.1249858
1237654670811005199,153.75791,0.49689114,20.13583,19.33131,18.64442,18.41051,17.98634,0.3035003
1237648721219223736,153.74358,-0.073595791,20.78425,18.67559,17.42671,16.96636,16.59828,0.1873399
1237654670274068509,153.68038,0.030814187,21.11742,18.85611,17.3234,16.75272,16.40756,0.2720245
1237651801235718297,153.74107,0.12893356,18.82701,16.93756,16.1069,15.68808,15.40337,0.06345028
1237648721756094607,153.67638,0.2402743,19.37848,17.61272,16.67692,16.19802,15.78459,0.09596653
1237651801235783757,153.78731,0.11839559,19.09385,17.28434,16.28341,15.84908,15.54546,0.09325997
1237648721756094558,153.65476,0.34150767,17.83883,15.76115,14.84623,14.40358,14.05909,0.07115293
1237651752388132980,153.52453,0.91554406,19.83167,18.46367,17.59468,17.18444,16.93196,0.2050678
1237651752388133015,153.56295,0.91113045,20.28494,18.35272,17.42022,17.01859,16.70802,0.1018083
1237651752388133002,153.55304,1.014382,19.83708,17.89477,16.91821,16.50078,16.14471,0.1213664
1237648722292966039,153.71636,0.62838457,24.24265,21.14551,19.62304,18.91424,18.48329,0.4421262
1237654671347744986,153.54038,0.87129041,19.78082,18.61989,17.73113,17.30514,17.01056,0.2075374
1237648722292900071,153.61961,0.66509856,19.82822,17.98302,17.0575,16.65752,16.36457,0.101583
1237648722292834473,153.41562,0.65355088,18.70701,17.74264,17.35168,17.12654,16.98495,0.03299528
1237648722292965596,153.73191,0.67198899,20.26904,18.25203,17.30802,16.88486,16.54765,0.09661758
1237648722292768927,153.3035,0.80991016,20.09854,18.14283,17.11033,16.6524,16.30694,0.1208882
1237648721219289250,153.86755,-0.061441432,20.03642,18.47246,17.52507,17.10822,16.79857,0.1428891
1237648721756160122,153.818,0.27054632,20.65605,18.55835,17.55503,17.13358,16.77109,0.1242034
1237654670811005149,153.86695,0.46029652,18.99345,17.05243,16.07628,15.54385,15.11292,0.06984474
1237648721756160183,153.90049,0.35873802,20.41497,18.58236,17.59104,17.05278,16.66935,0.1405501
1237651801772654877,153.82334,0.60607373,19.18112,17.28017,16.40308,16.00746,15.72244,0.07047611
1237651801772654882,153.82558,0.58325824,19.76413,17.84175,16.9346,16.53871,16.23736,0.07056876
1237654670811005570,153.85063,0.42194547,25.01137,20.51096,18.89822,18.15166,17.74423,0.4632749
1237648721756160746,153.87659,0.33855655,22.63596,21.02791,19.28852,18.57164,18.12481,0.420569
1237654670274199652,153.89994,0.013230347,18.14577,16.32175,15.23849,14.77554,14.35929,0.08384211
1237648721756160216,153.91696,0.22794016,18.46005,17.35575,16.9068,16.52938,16.38179,0.08264837
1237654670274199691,153.93193,0.0075576224,21.85871,18.63677,17.33248,16.83959,16.4901,0.1876732
1237651801772654910,153.84527,0.54927571,18.30209,16.5089,15.65521,15.29367,15.02485,0.07994761
1237648721219354732,153.93552,-0.051121607,20.65759,18.68747,17.61365,17.18838,16.85887,0.1435088
1237651801235783886,153.85948,0.12017995,18.52013,17.34738,16.84279,16.37837,16.24494,0.08351937
1237648721219354638,153.9482,-0.018217707,20.52148,18.56413,17.53211,17.00597,16.66373,0.1424853
1237654669200982024,155.10543,-0.79482422,17.54325,16.30863,15.84841,15.42382,15.28722,0.1002674
1237648720146137229,155.18182,-1.016989,18.22827,16.90381,16.34085,16.04788,15.82106,0.05255714
1237648720146202879,155.35982,-0.87735679,17.7113,16.16785,15.53387,15.20401,14.96463,0.05276097
1237648720146202836,155.28408,-0.85529385,18.93019,17.57052,16.78255,16.34096,16.07334,0.1266051
1237654669200916680,155.03376,-0.79749571,17.64482,16.11601,15.4049,14.9967,14.68893,0.05579847
1237654669200916669,155.01623,-0.79317197,19.89191,17.86718,16.83692,16.41133,16.06161,0.1269406
1237648720146137269,155.21218,-0.99690965,20.53585,18.42587,17.66148,17.2125,16.86086,0.08386191
1237654669200982707,155.21177,-0.79012887,22.27966,20.37675,18.63745,18.01622,17.59651,0.3951925
1237654669201047668,155.2627,-0.77873483,17.3245,16.18242,15.83006,15.59835,15.48189,0.05310839
1237648720146071789,155.07265,-0.85025592,20.28974,18.34509,17.42564,17.0105,16.68501,0.08494626
1237651799625695460,154.97892,-1.1471006,22.89755,20.82961,18.91873,18.35597,17.98593,0.3638418
1237651799625760848,155.14321,-1.089218,17.24597,15.67083,14.90727,14.50402,14.2374,0.05251642
1237648720146137257,155.20057,-0.98572903,19.53961,17.57647,16.68946,16.28479,15.95482,0.08379171
1237648720146072259,155.09969,-0.84581463,24.91264,21.38377,19.66272,18.80434,18.37463,0.4650176
1237648720146137223,155.1479,-0.98448569,18.78288,17.25783,16.4118,15.9885,15.6657,0.155542
1237648720683139318,155.5362,-0.4215368,22.52231,20.02422,18.22918,17.53816,17.17906,0.3939903
1237648720683204735,155.66663,-0.44483822,19.10344,17.56048,16.71719,16.31966,15.99094,0.09833061
1237651800699568313,155.35636,-0.25331535,19.68839,18.27195,17.3797,16.94224,16.64767,0.1494804
1237651800162762899,155.4353,-0.67216804,18.43892,16.27789,15.2589,14.80435,14.45971,0.09594076
1237654669737984115,155.40572,-0.39598983,18.51219,17.24154,16.60449,16.22982,15.98728,0.07523569
1237648720683073806,155.34121,-0.59667906,21.90945,20.03664,18.25734,17.59968,17.17854,0.3933677
1237651800699699382,155.69572,-0.30429364,19.82081,18.18825,17.27659,16.86107,16.50726,0.09325765
1237651800162697394,155.3302,-0.73228429,19.56461,17.60281,16.69305,16.28451,15.96299,0.09131375
1237648720683073575,155.34283,-0.46621477,17.96244,16.64636,15.9585,15.56621,15.3177,0.0615854
1237648721220141140,155.75117,-0.059967718,19.03828,17.96349,17.46617,17.19206,17.05003,0.06272236
1237648721220010121,155.48402,-0.071514634,19.31909,17.42957,16.59258,16.16469,15.83478,0.07870299
1237648720683139742,155.5451,-0.51147206,22.83989,20.9779,19.23934,18.43983,17.99152,0.4808836
1237654669738049718,155.66808,-0.33632465,18.54864,17.33448,16.75523,16.39211,16.21127,0.1127693
1237651800699633833,155.53531,-0.30411782,24.54725,20.20173,18.77985,18.17449,17.88016,0.31204
1237648721220010034,155.53071,-0.07096126,19.41832,17.94562,17.10757,16.68227,16.33898,0.1254967
1237648721220010158,155.54176,-0.055364589,19.31799,17.55514,16.71585,16.31184,16.01724,0.07183877
1237654668663914726,154.75502,-1.2435393,18.72238,17.63218,17.21087,16.89106,16.68244,0.04738984
1237654668663914728,154.75668,-1.2169499,18.31847,17.2741,16.82308,16.56794,16.39318,0.04734555
1237654668663914586,154.78919,-1.2410468,16.07613,14.80665,14.19143,13.8082,13.54245,0.04721433
1237651799625564418,154.81775,-1.121519,19.86403,18.27552,17.44268,17.01402,16.73784,0.09550512
1237648720145940622,154.78614,-1.0295479,18.58158,17.45139,16.86658,16.45831,16.27109,0.09492103
1237654668663914652,154.71403,-1.2368837,17.20583,15.56166,14.84048,14.45729,14.17102,0.04459035
1237651799625564327,154.73425,-1.0951647,19.98898,18.10423,17.07716,16.60077,16.22488,0.1272744
1237648720145940743,154.75128,-1.0380785,19.09478,17.13501,16.16735,15.73666,15.37644,0.09467191
1237648720145940709,154.71846,-0.98255223,18.14008,16.06009,15.06667,14.60765,14.24744,0.09473691
1237648720146006363,154.89266,-1.0093375,18.04884,16.89909,16.46821,16.19783,16.11572,0.04329554
1237651799625564337,154.74677,-1.1357402,20.20468,18.47297,17.50062,17.02845,16.70716,0.09471516
1237654668663980169,154.89777,-1.2120258,19.82512,18.34564,17.49474,17.06147,16.80949,0.09333134
1237648720146006298,154.96147,-1.050257,19.45061,18.29236,17.92938,17.63597,17.52418,0.06096138
1237648720146006562,154.89956,-0.95379832,26.1414,20.50952,18.73054,18.09241,17.68219,0.3666911
1237651800162631973,155.14886,-0.68792597,24.05876,20.94391,19.12662,18.47176,18.04376,0.3961283
1237651800162566319,155.03769,-0.69473036,19.53019,17.79636,16.97601,16.6094,16.34182,0.06240115
1237651800162566337,155.05283,-0.68667012,18.82053,17.11023,16.24221,15.76325,15.40594,0.06082683
1237651800162566302,155.01482,-0.68738446,20.31178,18.39827,17.42275,17.00451,16.65891,0.09394124
1237651800162631822,155.14418,-0.63835355,18.28255,16.35367,15.51609,15.12861,14.80935,0.05595664
1237648720683008235,155.28066,-0.55947285,18.62843,17.49351,17.11402,16.85757,16.72514,0.05286897
1237651800162631730,155.19179,-0.68385849,19.75502,17.89404,16.99717,16.51859,16.1428,0.09227453
1237651800162566357,155.08616,-0.69737975,19.2597,18.21765,17.88448,17.58399,17.48585,0.07608722
1237648721219813488,155.01587,-0.11394873,18.99427,16.99437,16.00419,15.60776,15.23908,0.1253822
1237651800162631694,155.16897,-0.66176376,20.02522,17.99398,16.96835,16.53209,16.16687,0.09183823
1237648721220468904,156.55765,-0.033570744,20.2229,18.49394,17.56794,17.16367,16.84438,0.1047823
1237648721220468924,156.57685,-0.17272714,20.29617,18.30197,17.45167,17.06884,16.76523,0.09309369
1237648720683794683,157.06797,-0.4705854,19.46718,17.63555,16.71512,16.31278,15.9476,0.08571993
1237648720683663443,156.71666,-0.54900779,24.26274,20.99583,19.09014,18.33205,17.84037,0.4346247
1237654669738442974,156.50783,-0.41347383,20.69015,18.06231,16.9046,16.42342,16.05023,0.1663234
1237654669738443002,156.56847,-0.3796021,20.3031,18.73598,17.41474,16.87171,16.52485,0.2218576
1237651800700223719,156.83663,-0.24247429,19.4552,17.9001,16.9228,16.46827,16.1333,0.1519827
1237648720683598584,156.59296,-0.55175076,23.33052,21.13542,19.39557,18.59225,18.14999,0.4607233
1237648720683598074,156.62559,-0.59820858,22.54316,20.33567,18.66889,17.91388,17.4996,0.4295537
1237648722831343722,157.12061,1.2498668,17.98149,16.95036,16.57737,16.36983,16.19937,0.02231555
1237648722294341804,156.80851,0.68052161,19.51421,18.04888,17.1069,16.65101,16.26639,0.1780913
1237648722294341786,156.78783,0.78547609,19.68471,18.05314,17.20738,16.67838,16.34137,0.09010641
1237654671349252233,156.9674,0.85339191,18.67291,16.89733,16.05727,15.57323,15.26108,0.08964867
1237648722831343718,157.11403,1.0890802,20.74468,18.63542,17.42443,16.9739,16.64083,0.1808159
1237648722294276393,156.72698,0.63217004,19.63207,18.18254,17.54518,17.1514,16.87923,0.0726056
1237648722831343750,157.19043,1.1764735,20.50091,18.57108,17.33601,16.86372,16.54964,0.1864363
1237648722294276350,156.66636,0.71603218,19.80836,17.67819,16.47303,15.98628,15.63793,0.1768197
1237648722294276424,156.76505,0.69989179,18.83964,16.87823,15.91627,15.50998,15.16487,0.1057171
1237654670812184782,156.55641,0.46765657,19.92869,18.15231,17.21661,16.70994,16.46021,0.09687928
1237651801773899966,156.72314,0.55805771,20.76203,18.57785,17.45293,16.9943,16.71767,0.1739098
1237651801773834392,156.53509,0.59301574,19.34823,18.1051,17.49615,17.166,16.94465,0.09914452
1237651801237028909,156.72126,0.14206635,17.56199,16.6562,16.28826,16.03027,15.8411,0.03392197
1237654670275379362,156.68762,0.08452941,19.71704,17.93762,17.05544,16.63597,16.3609,0.09603637
1237654670275313821,156.53963,0.020546129,20.72368,18.41537,17.28106,16.77339,16.37032,0.1469988
1237654670275444806,156.76641,0.063465615,19.73608,18.43305,17.5818,17.1378,16.76622,0.254716
1237654670275313843,156.57559,0.070330592,19.71921,18.15164,17.3969,16.99825,16.73112,0.09804756
1237648721757340250,156.54274,0.22386558,22.7434,20.72739,18.83836,18.23389,17.77029,0.3126287
1237651801773834462,156.59805,0.52721268,19.28748,17.4115,16.50128,16.11074,15.78707,0.09786262
1237648721757470928,156.785,0.38933717,21.48625,18.92323,17.54758,17.00458,16.63944,0.2170767
1237648722831409199,157.37536,1.0600268,17.26514,16.3198,15.90518,15.70528,15.5707,0.02852034
1237651752389771403,157.33636,0.98956342,20.34198,18.21375,17.25688,16.79329,16.38639,0.08864196
1237648722831409299,157.34826,1.1629616,19.25499,18.09623,17.64714,17.38184,17.25788,0.09728704
1237654671349448806,157.40455,0.95112941,17.18641,15.90565,15.37415,15.10179,14.8768,0.0225078
1237648722831409261,157.30071,1.1139026,19.78027,18.40803,17.64643,17.25325,17.0243,0.1486534
1237651752389771391,157.32984,0.97277973,19.15333,16.96772,16.02573,15.60898,15.26694,0.08862168
1237648722294538414,157.27862,0.78484484,19.94544,18.30047,17.44287,17.06551,16.76713,0.1148231
1237648722294472925,157.226,0.71953373,20.72979,18.11235,16.97376,16.4771,16.08164,0.145606
1237648722294603908,157.38976,0.6642326,19.21028,17.49643,16.59451,16.19828,15.87844,0.09667995
1237648722294603919,157.39456,0.80530713,18.31082,16.88469,16.17325,15.80865,15.542,0.05115105
1237648722831474785,157.39503,1.2126819,19.71952,18.2694,17.41951,16.9804,16.73269,0.1460147
1237648722294603958,157.45878,0.63558093,18.7523,17.42579,16.75919,16.34803,16.06801,0.09626278
1237648722294538940,157.35038,0.74014558,23.41411,21.20399,19.63853,19.06797,18.68484,0.3186841
1237654671349448811,157.408,0.92468613,20.46767,18.3737,17.45622,17.03376,16.68346,0.08889269
1237651801774227600,157.39474,0.62696543,19.90575,17.8794,16.81102,16.35275,16.00247,0.107577
1237654670812577988,157.45377,0.48455928,18.73669,17.51296,16.94779,16.53885,16.34241,0.09568932
1237654670812578105,157.46493,0.5007956,19.88079,18.23422,17.47905,16.97685,16.66521,0.09638181
1237651801237356677,157.444,0.1455754,18.25272,17.2741,16.97614,16.76508,16.60955,0.03501128
1237654670812577877,157.44635,0.45089975,20.18978,18.66268,17.65805,17.23876,16.91505,0.1470157
1237654670812578010,157.48019,0.43113638,19.97587,17.88534,16.93881,16.51228,16.14655,0.09702763
1237651801237160195,156.9416,0.18685243,25.53915,20.29589,18.59019,18.01004,17.65493,0.3241856
1237654670275707212,157.37531,0.078029978,22.65221,20.45127,18.74487,18.15996,17.78732,0.3230386
1237654670812381195,156.92626,0.50939391,21.72754,19.60129,18.11399,17.58281,17.21089,0.2519378
1237648721757536478,157.02797,0.38775636,19.33422,17.61248,16.71288,16.28343,15.94368,0.1075818
1237654670812512407,157.21948,0.45718266,18.87408,16.94373,16.02332,15.57627,15.20845,0.09461677
1237654670275576036,157.08745,0.088327031,23.29813,20.85313,19.04215,18.47271,18.02147,0.3671546
1237654670275510482,156.92481,0.0070269461,21.47741,19.73169,18.17426,17.60156,17.27818,0.2844453
1237648722831540344,157.57832,1.2472466,19.01914,17.82505,17.30752,16.97071,16.79013,0.05075456
1237648722294669507,157.63215,0.80124741,20.23042,18.37629,17.52494,17.15908,16.84806,0.1074013
1237648722831474819,157.47041,1.1433111,20.29218,18.39948,17.27815,16.84512,16.54185,0.1863423
1237651752389902504,157.66674,1.0205886,19.05886,17.6684,16.85063,16.37157,16.00745,0.1308496
1237648722831474843,157.49127,1.0950909,20.17314,18.33009,17.4404,17.06751,16.75088,0.0889852
1237648722831540382,157.6267,1.0766505,18.73599,16.93502,16.07975,15.72271,15.41343,0.1069799
1237648722831605874,157.68526,1.2465696,19.152,17.92526,17.38461,17.04072,16.93287,0.09744141
1237648722294669535,157.67175,0.78818119,20.6827,18.90587,17.55022,17.03769,16.68517,0.2178789
1237648722294669392,157.6012,0.63711293,17.62974,16.70327,16.3243,16.13009,15.9565,0.02889339
1237648722294603978,157.48561,0.75899248,20.3116,18.24207,17.28506,16.86986,16.51278,0.0996345
1237654671349514442,157.60857,0.85079185,20.50679,18.76941,17.63692,17.17024,16.89094,0.1869858
1237648722831474834,157.48284,1.130802,19.21915,18.12557,17.62843,17.33431,17.17563,0.08839007
1237654671349514361,157.5099,0.8739809,19.15249,18.14369,17.64611,17.28703,17.12326,0.1182065
1237651752389836939,157.45999,0.9874144,18.84586,17.51961,16.88728,16.52013,16.29348,0.08866445
1237651752389902468,157.59696,0.9689866,19.68538,18.04888,17.1798,16.7273,16.42498,0.08881485
1237651801774358588,157.77168,0.54082816,17.7034,16.22486,15.78075,15.55423,15.4632,0.0288725
1237651801774358737,157.75153,0.57529729,19.37608,18.07508,17.36308,16.98172,16.78901,0.09454829
1237648721757864179,157.76166,0.39032559,18.6799,17.3076,16.66067,16.26778,15.98544,0.09711879
1237654670812709048,157.76001,0.43648439,19.38962,17.47019,16.47287,16.05381,15.73833,0.1175859
1237651801774227653,157.50687,0.55139247,19.72265,18.05438,17.19209,16.75444,16.43277,0.117711
1237654670812709029,157.74521,0.49884872,17.83298,16.90452,16.67451,16.53381,16.49043,0.02840719
1237654670812709076,157.65721,0.49108608,19.48632,17.88458,16.9784,16.5106,16.16534,0.1467734
1237648721757864147,157.72454,0.31889344,20.15927,18.23095,17.11935,16.64182,16.26973,0.1440443
1237648721757863981,157.67976,0.34127045,19.9483,18.21654,17.17531,16.73768,16.40467,0.1446059
1237654670812709053,157.76597,0.47655556,19.01579,17.98671,17.54043,17.25904,17.12656,0.1174899
1237654670812774508,157.79358,0.48881581,19.74146,18.11902,17.3008,16.86331,16.5458,0.09692178
1237654670275772567,157.5458,0.010490547,19.21573,17.97412,17.35492,16.87153,16.71279,0.1096851
1237648721757864130,157.70253,0.40302253,19.80433,17.70233,16.76951,16.35588,16.08586,0.117737
1237648721757798654,157.60912,0.31391536,20.83312,18.88431,17.67268,17.21869,16.8562,0.2002587
1237651801237487897,157.76982,0.10848143,18.33616,17.3897,17.10655,17.02578,16.94143,0.02834717
1237654671349645403,157.80475,0.92065379,20.60632,18.57212,17.49665,17.06792,16.74339,0.1484003
1237651752390099062,158.0066,1.0447078,19.72994,19.05526,18.86337,18.46818,18.62448,0.1036107
1237648722831605966,157.79992,1.0644494,20.27128,18.58257,17.67168,17.22787,16.869,0.08915669
1237651752390099096,158.06421,0.9862583,20.31974,18.2459,17.30663,16.88914,16.57287,0.09621229
1237648722294800545,157.8636,0.76846837,18.62359,17.17709,16.4297,16.04597,15.75903,0.09558981
1237648722831736972,158.02988,1.2560453,19.03994,17.76163,17.14347,16.77497,16.55959,0.08739827
1237648722294866111,158.05697,0.70932623,18.45843,16.5989,15.71852,15.32987,15.01554,0.09947041
1237648722294866068,158.01097,0.83717302,18.67075,17.04322,16.19719,15.79069,15.47894,0.09934915
1237648722294800537,157.8586,0.75042406,20.07034,18.26202,17.29814,16.86819,16.52463,0.1078387
1237648722294734997,157.73746,0.74698807,18.62597,17.39325,16.69422,16.30111,16.01806,0.09942333
1237651752389968017,157.75545,1.0153529,19.81411,17.96131,17.02874,16.62556,16.27232,0.08922465
1237674649921912968,164.44236,-0.32887833,19.56513,18.34136,17.73314,17.37158,17.1458,0.08432368
1237674649921978440,164.60226,-0.24497199,18.89248,17.72641,17.11414,16.77342,16.49611,0.1259391
1237648721224007833,164.68468,-0.06014992,20.24335,18.45767,17.57884,17.19784,16.86716,0.08291749
1237674650458849506,164.71346,0.0055887579,19.67541,17.80261,16.93191,16.53953,16.23965,0.0838667
1237648720149938395,163.83425,-0.94339176,17.72483,16.04478,15.21814,14.76011,14.42456,0.0747895
1237674648847974568,164.02435,-1.2460973,18.89016,17.96735,17.54496,17.2397,17.06227,0.1074759
1237674648847843555,163.80255,-1.088324,20.19667,18.19325,17.45396,17.00322,16.71789,0.07450977
1237674649384714424,163.82216,-0.74517817,19.48745,18.32293,17.77512,17.41658,17.22022,0.07355443
1237674649384845453,164.03733,-0.77794523,18.36188,17.28256,16.90834,16.56195,16.43342,0.07590246
1237648720149938480,163.81591,-0.92810172,18.75362,16.92303,16.02331,15.57216,15.19108,0.05176416
1237674648847909056,163.90912,-1.2440898,19.07939,18.03209,17.4268,17.02919,16.79445,0.1081933
1237674648847843500,163.76365,-1.0972674,19.5859,17.50858,16.62199,16.20918,15.903,0.07692973
1237674648847909053,163.88811,-1.2462255,19.027,17.78198,17.03516,16.61183,16.33068,0.09811664
1237648720150003983,164.00016,-0.95480307,18.16312,16.35415,15.44503,14.99972,14.64982,0.07376982
1237674648847974860,164.01734,-1.1501323,24.09505,20.63142,19.07337,18.35137,17.86629,0.4395049
1237648720149938886,163.91887,-0.84887699,23.74527,20.84372,18.96284,18.24793,17.67384,0.4164605
1237648721223680255,163.96032,-0.081502879,19.35435,17.76242,16.83463,16.45422,16.1418,0.147286
1237648720686809221,163.89042,-0.56939306,19.91563,18.18202,17.33474,16.93456,16.63581,0.1085644
1237674649921716427,163.99234,-0.39009996,22.11515,20.06722,18.39009,17.78078,17.40522,0.3111477
1237648721223680257,163.96128,-0.11918291,18.75229,17.48951,16.92389,16.62766,16.39327,0.1083617
1237648721223811251,164.21777,-0.12197632,19.26044,18.05499,17.54447,17.20143,16.99481,0.08362874
1237674649921650833,163.92772,-0.3135235,19.01967,17.09558,16.15457,15.70288,15.33312,0.0644009
1237674649921650796,163.87196,-0.36238766,19.52244,17.67145,16.77331,16.35617,16.03369,0.07209006
1237648721223745739,164.10775,-0.080747309,18.79751,17.3861,16.59212,16.18565,15.89906,0.1147261
1237648721223811200,164.13059,-0.066956961,19.40771,17.84773,16.91935,16.50128,16.16602,0.1298663
1237648721223811253,164.2225,-0.04728423,19.16436,18.14218,17.76879,17.55908,17.37317,0.05432412
1237648721223745624,163.96631,-0.096386254,18.65103,16.76025,15.96077,15.58107,15.24234,0.03850097
1237674649921781861,164.17453,-0.36294468,19.32472,17.80449,17.1769,16.84046,16.59255,0.07276908
1237648721223811222,164.16348,-0.05457368,19.26712,17.42146,16.5054,15.99145,15.58497,0.0829101
1237674649921716387,164.06358,-0.30942241,19.43437,18.23335,17.61123,17.29265,17.08327,0.1296172
1237648721223745677,164.02272,-0.038725504,18.77114,17.95767,17.69878,17.49128,17.42429,0.1080172
1237648721223745647,163.98727,-0.005119838,17.45501,16.33146,15.91171,15.70307,15.50521,0.02609216
1237648720149741905,163.51206,-0.87213443,21.56243,20.11491,18.54793,17.92286,17.5554,0.3095246
1237674648847712434,163.51056,-1.1725376,20.91498,18.7717,17.75672,17.23042,16.813,0.09612594
1237674648847712841,163.47398,-1.2004383,22.54125,20.64729,18.79351,18.14992,17.7134,0.3806959
1237674648847777935,163.61356,-1.176515,19.05546,17.3051,16.3294,15.90322,15.58928,0.1288266
1237648720149807367,163.62532,-0.99742336,19.42852,17.53853,16.69943,16.3126,16.01657,0.07370438
1237674648847777951,163.6179,-1.1461199,19.13663,17.39816,16.55807,16.1598,15.86616,0.07397849
1237674648847712444,163.52302,-1.2096883,18.7974,17.54201,16.96828,16.60717,16.40663,0.08467961
1237648720149872820,163.7106,-0.98257565,19.8211,18.26724,17.65138,17.29502,17.03278,0.07470006
1237674649384583299,163.47416,-0.81782255,19.31524,17.6279,16.72687,16.2281,15.87403,0.1079198
1237674648847843486,163.75774,-1.1420388,18.52114,17.32969,16.84458,16.59294,16.42488,0.05225713
1237674649384648874,163.66185,-0.70977593,19.53479,18.39727,17.73277,17.27009,17.17749,0.07383644
1237648720149807346,163.58165,-0.84795132,20.15783,18.4403,17.65261,17.27751,16.99474,0.07433612
1237648720149872805,163.67951,-0.87505681,18.94639,16.9901,16.10389,15.70406,15.39483,0.07515175
1237674649384714350,163.70264,-0.79749651,19.98394,18.41478,17.71454,17.34626,17.10464,0.0833981
1237674649384648832,163.62496,-0.70880148,20.57996,18.58699,17.46508,16.98708,16.64588,0.1529726
1237648720686809173,163.82505,-0.55542854,18.30551,16.59636,15.76762,15.36641,15.06235,0.06443468
1237674649384714432,163.72023,-0.69027132,21.47849,20.75742,18.94041,18.31319,17.96587,0.346181
1237674649384648824,163.60846,-0.70085849,20.17219,18.19885,17.07204,16.60497,16.24961,0.1544376
1237674649921650773,163.85751,-0.34971845,20.14189,18.50753,17.54175,17.11941,16.75874,0.1301387
1237674649921585332,163.76478,-0.38986685,19.58619,17.58901,16.59167,16.19759,15.83626,0.1085905
1237674649921585346,163.80254,-0.2141335,18.62139,17.5948,17.21628,17.02482,16.85388,0.03807046
1237648721223614628,163.69712,-0.20768622,20.27872,18.58578,17.50834,16.96416,16.72453,0.2197641
1237674649921585303,163.7425,-0.36930764,18.54871,17.47384,17.02819,16.79214,16.63555,0.07305124
1237648721223614492,163.71237,-0.16256912,19.49909,17.30132,16.33652,15.92238,15.7063,0.1082596
1237648721223614649,163.7177,-0.14479467,19.32013,17.783,16.92814,16.51262,16.15326,0.1074267
1237674649921519807,163.65189,-0.28624645,20.0928,18.33863,17.39826,17.00393,16.63307,0.1093552
1237648720686678231,163.65896,-0.57143084,19.02464,18.12853,17.46395,17.10837,16.93866,0.1937813
1237674650458390709,163.66607,0.033566558,19.32987,17.73587,16.84242,16.37922,15.99929,0.1349441
1237674648847712482,163.43045,-1.0648246,24.96548,20.58284,18.8124,18.19769,17.83992,0.3491717
1237674648847646941,163.30671,-1.0968165,22.52596,20.42214,18.72419,17.93353,17.53221,0.4579201
1237674648847647249,163.34302,-1.166948,19.25024,18.04576,17.45219,17.15856,17.09548,0.08658482
1237648720149741777,163.38485,-0.96016737,19.66636,17.9718,17.1047,16.59475,16.2879,0.1265852
1237674648847712395,163.4234,-1.2015071,19.99023,18.13844,17.2432,16.86143,16.53333,0.08501659
1237674648847646840,163.26212,-1.235534,19.39254,18.22166,17.58755,17.25924,17.04344,0.1076156
1237674648847646901,163.37738,-1.1639628,20.71412,18.72101,17.54033,17.07193,16.7117,0.1645608
1237674648847712414,163.47396,-1.1400335,18.14916,16.54194,15.83601,15.45183,15.14938,0.04864092
1237674649384517851,163.3448,-0.75572269,19.75557,17.80426,16.92412,16.51644,16.18973,0.07555873
1237674649384452295,163.22643,-0.7725979,19.50816,17.63754,16.73135,16.33443,16.00574,0.09453423
